"effect","conc","growth","repro","survival","temperature","PAHs","EC","pH_b","C_biochar","N_biochar","Cd","Cu","Pb","pH_soil","species","biochar_plant","biochar_mix","biochar_sludge","biochar_waste","sand","silt","clay","oc","category"
-91.7,0.463878667709225,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,2.94021785842686,-0.138933875464637,-1.23644680711895,0.928228464247335,-0.431081385817759,0.0359179109710213,-0.586136445356415,0.0293890996025868,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"hazardous"
0,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,0.109786358959869,-0.138933875464637,0.581579574645736,0.0143455577707832,-0.173943835395226,-0.558173707784456,-0.602737852434491,0.013329680429097,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"beneficial"
-32.97,-0.0713873260581616,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,0.109786358959869,-0.138933875464637,0.581579574645736,0.0143455577707832,-0.173943835395226,-0.558173707784456,-0.602737852434491,0.013329680429097,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"hazardous"
-58.95,0.463878667709225,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,0.109786358959869,-0.138933875464637,0.581579574645736,0.0143455577707832,-0.173943835395226,-0.558173707784456,-0.602737852434491,0.013329680429097,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"hazardous"
-16.67,-0.392546922318593,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,1.32727811944689,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"hazardous"
25,-0.392546922318593,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,1.32727811944689,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"beneficial"
7.69,-0.392546922318593,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,1.32727811944689,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"beneficial"
8.58,-0.392546922318593,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,1.32727811944689,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"beneficial"
-14.63,-0.392546922318593,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"hazardous"
7.18,-0.392546922318593,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"beneficial"
-2.94,-0.392546922318593,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"hazardous"
5.06,-0.5959479999502,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
22.78,-0.553126720448809,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
33.54,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
6.33,-0.5959479999502,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
21.52,-0.553126720448809,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
8.23,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
5.7,-0.5959479999502,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
1.27,-0.553126720448809,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
8.23,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
20.46,-0.5959479999502,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
11.1,-0.553126720448809,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
8.62,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
4.56,-0.5959479999502,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
18.25,-0.553126720448809,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
10.37,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
4.84,-0.5959479999502,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
12.16,-0.553126720448809,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
4.77,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
34.86,-0.553126720448809,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.18366539603546,-2.04203715629066,1.51075046047654,1.41020213748972,2.88954012299858,1.37608610743666,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
61.5,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.18366539603546,-2.04203715629066,1.51075046047654,1.41020213748972,2.88954012299858,1.37608610743666,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
125.66,-0.392546922318593,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.18366539603546,-2.04203715629066,1.51075046047654,1.41020213748972,2.88954012299858,1.37608610743666,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
59.86,-0.553126720448809,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.08396717509997,-1.62105462739551,2.26442948757707,2.18323701490648,0.75827840351587,1.12372380613896,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
68.86,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.08396717509997,-1.62105462739551,2.26442948757707,2.18323701490648,0.75827840351587,1.12372380613896,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
71.23,-0.392546922318593,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.08396717509997,-1.62105462739551,2.26442948757707,2.18323701490648,0.75827840351587,1.12372380613896,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
45.15,-0.553126720448809,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.01359196032199,-2.18236466592237,1.29794697047169,0.21486116963231,0.145073277208564,0.0225064913853768,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
29.87,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.01359196032199,-2.18236466592237,1.29794697047169,0.21486116963231,0.145073277208564,0.0225064913853768,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
74.17,-0.392546922318593,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.01359196032199,-2.18236466592237,1.29794697047169,0.21486116963231,0.145073277208564,0.0225064913853768,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
0,-0.5959479999502,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"beneficial"
-0.59,-0.585242680074852,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"hazardous"
0.01,-0.563832040324157,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"beneficial"
0.22,-0.542421400573462,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"beneficial"
0.05,-0.521010760822766,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"beneficial"
-0.97,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"hazardous"
-0.26,-0.478189481321375,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"hazardous"
-0.43,-0.45677884157068,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"hazardous"
2.88,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,-0.255042630348199,-0.138933875464637,0.171057488440807,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.265931818009408,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,0.70251115255403,-0.0909082898956149,0.0334576453860518,0.0696794494099853,"beneficial"
19.43,-0.499600121072071,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.0428814058383391,-0.255042630348199,-0.138933875464637,0.171057488440807,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.265931818009408,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,0.70251115255403,-0.0909082898956149,0.0334576453860518,0.0696794494099853,"beneficial"
